MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,
0.285502495,0.204452412,0.088870921,0.279619512,0.482204799,0.042997364,0.049379706,0.09073724,0.357052233,1,0.12704918,0.383464006,0.685827839,0.095866001,0.000105998,0.085589638,0.076888136,0,0.027269246,0.409762744,0,0.036830332,0.437863495,Safe
1.241521555,0.56577265,0,0.11779349,0.875690335,0.47593926,0,0.376640082,0.615623183,0.334387384,0.389792899,0.795857988,0.354146654,0.795857988,0.330052111,0.403748378,0,0.150707685,0,0.07315609,0,0.038219642,0.979717254,Safe
0.850897504,0.426537894,0,0.849553837,0.157187113,0.598020334,0,0.078875061,0.781163456,0.310211932,0.893122677,1,0.273838305,3,0.072758135,0.299437143,0.80203758,0.137722327,0,0,0,0.28813916,0.618320645,Safe
0,0,0,3,0,0,0,0,1,0.532472837,1,0,0,0,2,0.14120841,0,0.539633334,0,0.398818682,0,0,0,Safe
0.244921092,0.270949612,0,0,0.16849679,0.017806893,0,0.051669538,0.118665002,0.194109562,0.272802745,0.089329201,0.065231352,0.0297764,0.081236717,1.74745259,0.047763584,0.161434304,0.11434429,0.01094831,0,0.520504648,1.511331137,Safe
0.913436253,0.402644326,0.186157533,0.369706027,0.380734626,0.048266481,0.001852954,0.063147381,0.268728448,0.21587037,0.029122473,0.192791664,0.469006179,0.231487314,0.343779503,2,0.737430005,0.379281256,0.66926056,0.539030115,0.022003718,0.571315982,0.103042384,Safe
1.669908815,0.668262021,0.080368167,1.075482048,1.14122756,0.51204115,0.130393418,0.335515548,0.517609035,0.267489798,0.053391306,0.392804374,0.141541858,0.093085106,0.502346683,1.356104287,0,0.426540337,0,0.018088629,0,0,0.595684334,Safe
1.678217227,0.337698908,0.280825245,1.663115089,1.856065612,0.340798476,0.112098268,0.208834886,0.323643919,0.206410554,0.167158702,0.491034624,0.199725546,0.294283958,0.555777143,1.00745667,0.415992164,0.34245421,0.012438801,0.487839317,0,0.435965089,0.199013342,Moderate
2.054325375,0.928549851,0.469803478,0.743092379,1.251034581,0.470005064,0.19736394,0.464797809,0.127275455,0.115405054,0.170474087,0.536514436,0.240224969,0.110771793,0.390250514,0.685614284,2.17736583,0.102772534,0.005533396,0.252925435,0.565717091,0.17626874,1.104256619,Moderate
1.243205708,0.494618347,0.108110874,1.335128169,0.202170588,0.097349737,0.028064736,0.145630409,0.478671503,0.152242012,0.034507251,0.082105008,0.094976714,0.210365636,0.344279062,0.600561136,0.387209097,0.624949913,0.143711297,0.180305583,0,0.324340878,1.504377498,Safe
1.057424945,0.094505508,0.426212,1.004910085,0.242088329,0.090515972,0,0.142345666,0.679893479,0.40935274,0.028204605,0.785182573,0.269344068,0,0.196299676,0.498928521,0.215002494,0.17058063,0.324367377,0.081539151,0,0.804287729,0.516863681,Safe
0.59337246,0.148977738,0.0464154,0.18568116,0.425503436,0.131431776,0.020918532,0.181172691,0.280497241,0.276078296,0.027534166,0.520933481,0.153695458,0.24291498,0.219429964,0.781480747,0.125743098,0.113224502,0.071520809,0.382566039,0,0.297218709,1.463394598,Safe
1.054213803,0.377902378,0.301442296,0.570358541,0.428554472,0.051214593,0.545507147,0.104977622,0.375254049,0.25815316,0.032682813,0.465533558,0.261601738,0.171884592,0.144937349,0.711596717,1.4679876,0.162608067,1,0.528678769,0,0.198729282,1.122186761,Moderate
0.501796435,0.209286841,0.176515254,0.71707113,0.395258245,0.003123925,0,0.034115919,0.321278328,0.003945144,0.085179754,0.268220293,0.132578211,0.102222943,0.541982037,0.773884567,0.148405096,0.363467467,0.059705071,0.208575423,0,0.301353237,2,Safe
2.165188726,1.75803168,0.248124532,0.594289439,1.373832789,0.050877913,0,0.102394703,0.3500829,0.090462809,0.09856971,0.168880657,0.183482209,0.317115757,0.900715343,0,0.09711181,0.736975603,0.573014848,0.039477274,0,0.157719787,1.635227632,Moderate
2.66128421,1.218010039,0.663211847,1.464477043,0.589623954,0.710365686,0.257311226,0.417316072,0.220555799,0.195215513,0.136242668,0.36100862,0.131739174,0.040077611,0.316837648,0.444823129,2.000068923,0.206225548,0.004389004,0.190806585,2,0.104797226,1.124847181,Moderate
0.74634044,0.406042949,0.09030674,0.146895371,0.204899948,0.059554985,0.140092026,0.150508608,0.268559369,0.19850894,0.102047914,0.125980863,0.226422156,0.119276477,0.129259617,1.320101522,0.517491126,0.197807803,0.022909225,0.141565493,0,0.01917022,1.384135863,Safe
0.225400762,0.125925126,0.82441631,0.266560923,0.08833814,0.047750145,0.021208908,0.103324275,0.213999993,0,0.116462036,0.110088921,0.33901373,0.199855804,0.21444845,1.418046216,0.068140444,0.3427205,0.058806769,0.315989438,0,0.003197693,1.726196894,Safe
0.679482958,0.436163224,0.173144255,0.843641424,0.167397278,0.028751938,0.100114422,0.130382962,0.323494732,0.141548853,0.022668915,0.094874543,0.061397501,0.03840156,0.270562479,1.192141177,0.872264114,0.536071307,0.187843653,0.178059433,0,0.169328938,1.570519134,Safe
0.859844066,0.27801002,0.118267049,0.454804965,0.234777807,0.137377659,0.262795596,0.212663062,0.445638951,0.437542084,0.063064649,0.295398426,0.275249344,0.25966807,0.38873337,1.205990222,0.407242787,0.253309804,0.224886522,0.326714485,0,0.430092001,0.227621072,Safe
3.526762468,3,0.21456874,0.706442308,2,0.030379088,0.116042426,0.019905932,0.107460681,0.10091347,0.084744509,0.336127548,0.526084433,0.331360947,2,0.592149527,0,0.186686391,0,0.008048905,0,0.109349112,1.021856257,Dangerous
3.97964775,0.803134995,0.724414438,1.780543664,1.220836901,2,0.167903853,0.777660695,0.433222622,0.413974275,0.000979803,0.486348935,0.235865078,0.239726027,0.510676873,0.423352149,0.261021863,0.306135845,0,0.029115259,0,0.230547945,0.203943364,Dangerous
1.299009901,0.464386967,0.239353908,0.762623762,0.39217203,0.25416168,0,0.066615892,0.930417073,0.774816772,0.001318055,0.674917492,0.123983084,0.831683168,0.86616191,0.288049784,0,0.687227723,0,0,0,0,0,Safe
4,1.123549479,0.921293623,1.056745427,0.925828887,0.547842402,0,2,0.374530011,0.459200325,0.010367122,0.381012873,0.267244025,0,0.303084648,0.288362748,0,0.048094512,0.046743185,0,0,0.273658537,0.176948662,Dangerous
1.229808924,0.822793586,0.093000772,0.912655933,0.427471455,0.188028226,0,0.328548559,0.316796756,0.158486017,0.054507799,0.189511138,0.155118764,0.060321303,0.419765305,0.665258264,1.496563195,0.586153286,0.160430046,0.249507955,0,0.430945239,1.234058054,Moderate
1.700239674,0.935917951,1.046974896,0.879040675,0.715534164,0.025540125,0.453360056,0.056440269,0.361298244,0.11121584,0,0.416234231,1,0.491611393,0.121016272,1.212967521,1.008116746,0.160642801,0.068194349,0.318836964,0,0.673957082,0.484770879,Moderate
0.464398859,0.439170286,0.069077835,0.387216516,0.609772438,0.014421627,0.043690413,0.073100079,0.179314617,0.156823952,0.036746858,0.194782028,0.505370633,0.088144699,0.321617046,1.180313099,0.55960779,0.287773878,0.012177575,0.446726843,0.011278719,0.28532846,1.265061407,Safe
1.425764093,0.424750588,0.862015459,0.274653328,0.313861926,0,0,0.133284571,0.553876702,0.143665179,0.22695353,0.216059165,0.327445022,0.332805071,0.661694789,0.838646602,0,1,0,0.016167966,0,0.363993661,0.555443702,Safe
0.499154035,0.356325121,0.028294751,0.214284525,0.206836226,0.016640431,0.047672496,0.046845359,0.100684026,0.120633919,0.03784703,0.054825957,0.119562531,0.050418352,0.237004387,1.317518962,0.308796858,0.17620779,0.298434108,0.087993559,0,0.435061402,1.786002535,Safe
3.449269718,0.39145709,0,3,1.272745253,0.337438608,0.095477946,0.251133914,0.272329719,0.074817857,0.0898046,0.188061236,0.103641166,0.817916261,0.464631422,1.018210249,1.484291803,0.686092178,0,1,0,0.218500487,0.393994867,Dangerous
2.645979279,1.436018242,2,0.619928743,1.015328538,0.111806461,0.110724376,0.336717773,0.194323239,0.269765907,0.055780667,0.62233416,0.301848584,0.303270062,0.174568711,0.550316304,3,0.230237131,0.947598949,0.387920161,0.040250369,0.434142617,0.567223834,Moderate
1.706264271,0.958425301,0.60898853,0.769447099,0.977159703,0.165010806,0.017035415,0.321448299,0.341468529,0.296040761,0.096222379,0.619768744,0.404646666,0.3161918,0.193434983,0.656472616,2.171614835,0.261272296,0.585995176,0.478550456,0,0.425628909,0.320581203,Moderate
1.155381605,0.1884046,1.223552325,1.228679254,0.68538212,0.117709659,2,0.129761707,0,0.347978376,0.072315767,0.208874069,0.228326424,0.37851478,0.088588999,0.311030348,1.305658836,0.356217015,0.042446991,0.931786361,0.302225427,0.342038933,1.029620425,Moderate
1.127578304,0.044789041,0.48478766,0.772309492,0.15886113,0,0,0.06746195,0.499516743,0.19207895,0.021607877,0,0.150669282,0,0.717678515,0.968978764,0,0.126537433,0.184473105,0.068195099,0,0.063529412,1.710855834,Safe
0.428185729,0.220332935,0.627589425,0.379926012,0.74036215,0,0.101823313,0.034933568,0.334524882,1,0.027009852,0.271345333,0.438865354,0.290758048,0,0.052391949,0.474880898,0.109207338,0.286575041,0.257786443,0,0.013707165,0.212349535,Safe
1.512259867,0.327649904,0,0.988707213,1.162133252,0.28243639,0,0.082251896,0.242848129,0.174227317,0.077546631,1,0.505178016,0,0.291672659,0.542860817,0,0.192848411,0,0.074831199,0,0.154914425,1.456612168,Safe
0.851948052,0.169203044,0,0.291761364,0.400094697,0,0,0.084952085,1,0.189138427,0.180577404,0.688552189,0.237164611,0,0.602495544,0.545069282,0,0.079671717,0,0.206100743,0,1,0.259036034,Safe
0,0,0,0,0,0,0,0,0.122476807,0.046313044,1,0,0,3,0,0.543947217,0,0,0,0.145742668,0,0,0.256616928,Safe
0.304267161,0.130528062,0.549426015,0.050016234,0.085734578,0,0,0.003640804,0.063519553,0.191042765,0.059085294,0.051641414,0.071149383,0.090909091,0.116195569,1.516777402,0.296954743,0.170725108,0.298670741,0.004416444,0,0.301714286,1.710500083,Safe
0.655102544,0.380503536,0.113504673,0.369828214,0.492244024,0.07385894,0.002769121,0.132524519,0.203703798,0.256669744,0.09002576,0.21821121,0.46555129,0.170342434,0.231326557,2,0.660377986,0.332364487,0.676532445,0.423094325,0.041570857,0.642659732,0.516784112,Safe
1.494136392,0.556904142,0.348672789,0.944090792,1.207815772,0.463391632,0,0.876443142,0.531361601,0.461697941,0.069638476,0.565104167,0.112398697,0.180803571,0.212079973,1.184894462,0,0.422423246,0,0.029861902,0,0.303222656,0.533949589,Safe
1.174200695,0.415257854,0.447512385,1.831628991,2,0.369094832,0.056968267,0.281566324,0.219486936,0.257414691,0.459794944,0.419301211,0.192215602,0.255361479,0.378501689,0.980476909,0.552017048,0.310887918,0.019170928,0.401468626,0.155495351,0.649594701,0.643146425,Moderate
1.509174343,1.17201876,0.425274615,0.728502053,1.320476574,0.574969246,0.183419188,0.636261114,0.10690265,0.150864029,0.548652094,0.436513371,0.172877549,0.053215563,0.291938616,0.83226413,2.427201037,0.066953178,0.005630972,0.122970611,1.646563073,0.277312213,1.254823782,Moderate
0.92667637,0.524553827,0.150973008,1.410094806,0.270504946,0.217029075,0.062322747,0.241015401,0.370635709,0.197104646,0.143042066,0.091177167,0.091358281,0.174235752,0.184347597,0.541703845,0.536801289,0.482734579,0.128221165,0.128248838,0,0.465026471,1.56407366,Safe
0.832576811,0.245483045,0.379113783,0.586579973,0.384922362,0.043812886,0,0.346531383,0.587631673,0.469812539,0.148435356,0.853389964,0.253152813,0.294883031,0.212857556,0.442582182,0.221068906,0.205658081,0.160014703,0.03968434,0,0.998643228,0.789178357,Safe
0.256166025,0.138207931,0.038249664,0.177544219,0.492426583,0.115421115,0.014386205,0.223370572,0.185088417,0.274959881,0.100249322,0.436880221,0.125667129,0.41045953,0.106052789,0.597766545,0.099129563,0.102721933,0.038865793,0.275685594,0,0.367811734,1.810095954,Safe
0.696637665,0.416981698,0.214656385,0.67153329,0.553297502,0.095746725,0.351835104,0.239727874,0.358112938,0.392546786,0.147281439,0.476412588,0.261006088,0.075671024,0.104839315,0.713278322,1.16386582,0.129383086,0.593080466,0.371803918,0,0.25701704,1.092808385,Safe
0.246768482,0.221920384,0.286326874,0.709833041,0.458612714,0.022561241,0,0.04673552,0.233393904,0.010655418,0.316227016,0.240232213,0.122118717,0.050616212,0.295338063,0.737141616,0.037946133,0.336535141,0.099565244,0.141189105,0,0.393681652,2,Safe
1.351975307,1.560234012,0.29553724,0.621018035,1.784172079,0.030000338,0,0.151235396,0.300814506,0.109438532,0.425106486,0.210365399,0.185297999,0.150143816,0.448466479,0,0.058220857,0.599395581,0.781726316,0.028883578,0,0.232550336,1.64591129,Safe
1.88107524,1.068701391,0.397388845,1.330420911,0.84705707,0.781250713,0.151524768,0.545748401,0.178680087,0.3208862,0.502160134,0.249850746,0.169068457,0.056253427,0.215851984,0.557078023,1.711305875,0.12100101,0.043377973,0.128225776,0.247590152,0.428891258,1.025709655,Moderate
0.473650743,0.414679975,0.109316837,0.181296265,0.240346065,0.08211693,0.110086777,0.268093638,0.205185421,0.239354439,0.366029691,0.133494925,0.228821056,0.117800646,0.076082064,1.275597995,0.519918984,0.195817405,0.025593268,0.122426179,0,0.020925115,1.481057665,Safe
0,0.113324321,0.135494212,0.284684378,0.103913306,0.048933137,0.164697227,0.15606828,0.145750235,0,0.438235538,0.125118991,0.289030761,0.078843179,0.164252191,1.257924568,0.047136297,0.325606638,0.071079842,0.240511508,0,0.003298994,1.873298619,Safe
0.427502456,0.460494002,0.113809488,0.959627962,0.214823473,0.036071425,0.074749476,0.215847615,0.247753187,0.147882665,0.094976191,0.117195815,0.063167164,0.02807649,0.162331942,1.284230462,0.914989704,0.493445675,0.177447214,0.120788751,0.034528036,0.245829853,1.589011277,Safe
0.489321133,0.299268097,0.084188407,0.513395867,0.306305783,0.159095006,0.1785483,0.338071375,0.373229943,0.513606379,0.253530165,0.332607948,0.316045951,0.214380811,0.225690995,1.139143592,0.42704997,0.250717529,0.208262973,0.254771152,0,0.52014415,0.575084503,Safe
4,3,0.220622617,0.533368934,1.745904797,0.063741508,0,0.07202197,0.052379551,0.080712509,0.083869408,0.645611626,0.387351344,0.357510666,2,0.666846686,0,0.124668004,0,0.052486419,0,0.017378991,1.316898518,Dangerous
3.210808353,0.645611702,0.170923852,2.082624113,1.225006987,2,0.057858051,1.325199468,0.348641559,0.520569458,0.156165303,0.346276596,0.191863551,0.16618541,1.399519561,0.431902633,0.12458644,0.339977604,0,0.012198905,0,0.328523936,0.354157742,Dangerous
0.352335922,0.386032335,0.372607656,1.066549852,0.289300892,0.064591493,0,0.072982375,1,0.79830516,0.113407658,0.18452381,0.248808354,0.241518685,0.348674367,0.144066707,0.434550105,0.330143541,0.078634313,0,0,0.018784787,0.598822584,Safe
3.764944659,0.859526079,1.22530731,1.00716732,1.189194898,0.531017195,0,2,0.399871285,0.590718206,0.053139923,0.586113759,0.36148817,0.496391121,0.143325441,0.125333037,0,0.096934424,0,0,0,0.357125834,0.517850853,Dangerous
0.815468756,0.858157935,0.149213199,0.960750128,0.59504346,0.165255578,0.105226987,0.506385799,0.244874724,0.202597685,0.204980174,0.210625262,0.1861035,0.06246355,0.28071238,0.772513614,1.513598087,0.629000575,0.150887812,0.247154977,0,0.594355229,1.172515014,Safe
1.072044872,0.923961053,1.278905474,0.911518387,0.84515671,0.046187107,0.412869733,0.082146411,0.310011533,0.143759573,0,0.407834611,1,0.280160251,0.076182574,1.113221811,0.85451165,0.16487711,0.067161979,0.205371006,0,0.851834279,0.826000538,Safe
0.23508576,0.472496982,0.067269647,0.437939433,0.678576925,0.013505893,0.06097971,0.10980045,0.133918619,0.193652862,0.113526231,0.157327836,0.547444949,0.065035244,0.172842444,1.138546534,0.600029271,0.258019745,0.008421617,0.32533298,0,0.421907932,1.374223135,Safe
0.512073675,1.005175983,0.58213196,2.026570048,0.260757828,0.168187511,0,0.190036232,0.736829131,0.244765923,0.240746172,0.262077295,0.737223753,0.377329193,0.2042777,1.289482441,0,1,0,0.055395992,0,0.972146739,0,Safe
0.244805141,0.375705883,0.027708277,0.218567336,0.304082558,0.020871163,0,0.070585889,0.061349044,0.117527568,0.109754339,0.053238688,0.153463207,0.02565727,0.114594807,1.417484554,0.310161609,0.157824717,0.173597498,0.077689501,0,0.555141353,1.792308945,Safe
1.536842579,0.578665077,0.047874976,3,1.215212285,0.304301123,0,0.476676103,0.203872881,0.115487915,0.308522461,0.344854986,0.162598218,0.49650945,0.391998923,0.878655915,2.372933617,0.696882253,0.012629289,1,0,0.567193087,0.524072562,Moderate
2.046100191,1.600903357,2,0.619404923,1.161097112,0.10872383,0.079280712,0.440061462,0.135045477,0.303687302,0.224863105,0.747573187,0.345084393,0.222600368,0.122511748,0.537087334,3,0.218296831,1,0.282038314,0,0.614093671,0.797035122,Moderate
1.473960538,0.872036777,0.600031449,1.028968468,1.212476831,0.277374349,0,0.519080667,0.277123678,0.390304712,0.377157893,0.648325657,0.455935218,0.28521634,0.112298061,0.5988417,1.836924923,0.180833011,0.469583793,0.258850238,0,0.582316694,0.598257541,Moderate
0.863189583,0.226643677,0.987150495,1.577896241,0.87207759,0.147495225,2,0.168235551,0,0.337608827,0.277574689,0.287564377,0.245126954,0.167805405,0.052073802,0.354624027,1.573099386,0.343875078,0.034465715,0.798471088,2,0.417313571,1.140609446,Moderate
0.798900846,0.152545036,0.706752585,0.364505268,0.140702171,0,0,0.153812317,0.456869627,0.214085514,0.040808285,0.424242424,0.176296909,0,0.330678271,0.783001156,0,0.234295416,0.062146473,0.056045799,0,0.044538123,1.783865099,Safe
0.096337843,0.166032101,0.205130445,0.654608646,0.826967691,0,0.069437049,0.100446856,0.309722693,1,0.095840814,0.473295031,0.47528182,0,0.011997158,0.004345374,0.224279451,0.143733096,0.121753926,0.183003038,0,0.029085541,0.818750231,Safe
0.589840197,0.399522712,0,0.71599249,1.437172175,0.320873869,0,0.120852535,0.239710084,0.306345003,0.290139465,1,0.213106154,0.959842001,0.086606214,0.465621952,0,0.167353869,0,0.088071969,0,0.396601382,1.428834758,Safe
0.801195065,0.285420341,0,0.511507392,0.789785026,0.764111162,0,0,0.727946698,0.397684354,0.547208301,0.893004115,0.114182804,3,0.154679411,0.384335206,0.963878627,0.059779077,0,0.094378357,0,1,0.511116238,Safe
0.954866728,0,0,0,0,0,0,0,0.18821122,0.29639545,1,0,0,0,0,0.618743498,0,0,0,0,0,0,1.753442619,Safe
0.020662107,0.181920375,0.280950244,0.081505768,0.062923856,0.010146394,0,0.028661202,0.018136385,0.128484841,0.243083434,0.063242259,0.082885484,0,0.07394183,1.353076275,0.204784705,0.19050906,0.24087022,0.010025766,0,0.495737705,1.927318762,Safe
0.570506386,0.349189779,0.116427149,0.377232501,0.517911888,0.069491879,0.001858946,0.102535426,0.195074021,0.243584096,0.111782599,0.083960577,0.454493895,0.402417356,0.181016229,2,0.632388564,0.496232649,0.648742649,0.438531006,0,0.624907649,0.364316402,Safe
0.938184447,0.469668207,0.215277703,1.008704557,1.450606934,0.828706465,0,0.847158218,0.517287953,0.422553221,0.017436792,0.385571055,0.156559058,0.847428073,0.300382563,1.265489104,0.092373052,0.522724688,0.040797531,0.04720686,0,0.338124086,0.342336083,Safe
0.991344581,0.309498075,0.1206169,1.781406477,1.854093975,0.495922448,0.029609819,0.327123765,0.289836773,0.371433998,0.409711569,0.153057953,0.195849997,0.48469306,0.401481005,0.802266427,0.509465736,0.562215172,0.010714805,0.485972818,0,0.654541374,0.311580554,Moderate
1.157714855,1.071274365,0.533102001,0.765398986,1.154353702,0.675136657,0.149870817,0.56585776,0.131553956,0.18984168,0.546962698,0.151820394,0.20383058,0.208135896,0.262494529,0.839269513,2.500786698,0.100212812,0.024637388,0.136871557,2,0.26874674,0.989264605,Moderate
0.871796948,0.596220902,0.054656911,1.37740408,0.234726656,0.240457708,0.057248141,0.255195701,0.344841485,0.18905936,0.133548782,0.04397149,0.106066585,0.157779401,0.180204163,1.016639864,0.483123925,0.673263799,0.148120765,0.129249266,0.106106457,0.468805151,1.114980561,Safe
0.634721792,0.251830291,0.074689512,0.595886267,0.322099679,0.215636642,0,0.202564601,0.528847655,0.502802937,0.190562613,0.230263158,0.235851756,0.882032668,0.651284899,0.461354214,0,0.155448591,0.148622221,0.049299994,0,1,0.645008762,Safe
0.345439071,0.127117892,0.032658602,0.183009685,0.41371964,0.162760587,0.010689661,0.210578048,0.184868338,0.294685314,0.084537469,0.14934861,0.119456735,0.349965281,0.050683171,0.548093238,0.087583814,0.115802739,0.053381592,0.341500936,0,0.339281718,1.657526452,Safe
0.61997741,0.378144452,0.192289005,0.752818844,0.557810718,0.13979791,0.477910736,0.213177472,0.352789326,0.45647458,0.150732213,0.215308163,0.266458289,0.149676295,0.068594823,0.651454307,1.069818535,0.183144287,0.454893802,0.370762959,0,0.252825379,0.901889094,Safe
0.304098448,0.194502896,0.25145602,0.539752855,0.440540747,0.036299027,0,0.058168123,0.244391428,0.030363445,0.28819471,0.151722294,0.093119055,0.06598946,0.303055548,0.609966419,0.048553528,0.399778471,0.110794914,0.162095143,0,0.360509777,1.831526271,Safe
0.840364189,1.341333253,0.316766602,0.75214897,1.684096939,0.032662114,0,0.141498693,0.281506468,0.121183485,0.38389378,0.085798817,0.210512161,0.363688844,0.343502221,0.003826854,0.101940531,0.879033231,0.781150933,0.050495657,0,0.101022201,1.534923243,Safe
1.471728047,0.967871604,0.439107945,1.374139433,0.774789944,1.000758413,0.133354723,0.562590029,0.152570642,0.344326155,0.485828475,0.127199978,0.216501728,0.20195798,0.14296636,0.514660161,1.637470101,0.216697833,0.056621103,0.150237782,0.65910948,0.300185582,0.899270799,Moderate
0.495797789,0.411614986,0.095096988,0.212521222,0.212215419,0.116512929,0.226126329,0.300971111,0.209827114,0.2185375,0.350182652,0.058019709,0.233651,0.255067539,0.035172925,1.146564688,0.439253443,0.272142665,0.015106628,0.147860905,0,0.042912475,1.358555704,Safe
0.133930721,0.107635957,0.136065408,0.357097993,0.123932866,0.083211449,0.127977852,0.172409636,0.15788898,0,0.403147911,0.041190442,0.297755506,0.139546815,0.111588443,1.27017605,0.050331049,0.459864094,0.098697815,0.291837035,0,0.004403612,1.60255216,Safe
0.425367043,0.397400579,0.116670164,0.931457798,0.184120766,0.052652933,0.066967243,0.238731101,0.237877837,0.17490106,0.079023099,0.038649588,0.073877498,0.042154783,0.113765182,1.244972742,0.831460418,0.610279419,0.183130964,0.124882153,0,0.234305479,1.402229298,Safe
0.496749036,0.285995031,0.085832108,0.489131352,0.291726281,0.23470817,0.181488299,0.352462838,0.370686454,0.555771682,0.25907078,0.130493044,0.30720861,0.357019209,0.196463879,1.051806132,0.427590692,0.345270024,0.240088283,0.291029144,0.024994116,0.53922943,0.400565652,Safe
2.549699491,3,0.228315789,0.867401977,2,0.047083729,1.008871948,0.072848557,0.051324102,0.142665153,0.138696255,0.20110957,0.268724097,0.6740638,1.497493111,0.658972116,0,0.277191501,0,0.025071349,0,0.009839696,1.08274829,Dangerous
2.910375832,0.708661694,0.680581638,2.391698454,1.307000596,2,0.222764797,0.882182847,0.318392731,0.557460791,0.02411714,0.119896641,0.405401301,0.781395349,0.537195304,0.416297087,0.657065991,0.560686065,0,0.052376231,0,0.332417296,0.256618405,Dangerous
0.432584644,0.299243645,0.555865792,2.172145269,0.12842035,0.229263463,0,0.126685503,0.976122389,0.915198609,0,0.20984081,0.355617657,1.041968162,0.437953214,0.13279969,0,0.468270448,0,0,0,0.118639611,0.225017981,Safe
4,1.361610702,1.193948749,1.304091295,1.247004673,0.984873789,0,2,0.273841068,0.713571305,0.042308855,0.23662738,0.317040122,1.958295558,0.538661364,0.214927395,0,0.05176922,0.084849987,0.01879261,0,0.240125448,0.066910958,Dangerous
0.787491206,0.465072181,0.112254975,1.166873528,0.591679392,0.307373127,0.155136152,0.58899256,0.2519695,0.212135363,0.193842501,0.085969465,0.244193596,0.065464464,0.23076947,0.777524735,1.834369381,0.870712734,0.218940515,0.106361988,1.089613145,0.527682696,1.024171559,Moderate
0.913861905,0.914271324,0.846999745,0.86199762,0.817706604,0.074102401,0.302439264,0.116290086,0.311645638,0.208222174,0.000623675,0.127058126,1,0.44455532,0.028738345,1.096990055,0.859033668,0.18637328,0.087554137,0.20574184,0.298962918,0.861029218,0.560301678,Moderate
0.305416726,0.389511394,0.091587125,0.477882948,0.615579643,0.017691879,0.073616539,0.116705602,0.13523882,0.216775023,0.08296242,0.07087019,0.678329868,0.085187898,0.101200101,1.025843633,0.587991507,0.34611326,0.010216335,0.412258265,0.101278342,0.415296806,1.141883161,Safe
1.071505395,0.743079524,0.468323425,1.779222832,0.50491301,0,0,0.336212152,0.55466366,0.318051991,0.113798009,0.20625889,0.497432795,0.307254623,0,0.92183286,0,0.379051821,0,0.067633184,0,0.524765108,0.592183557,Safe
0.328187171,0.35044063,0.022100218,0.191852395,0.269839454,0.043296727,0.002893496,0.079329385,0.066767962,0.116670746,0.082252593,0.018882743,0.134245282,0.091346025,0.068564773,0.595368558,0.265996343,0.150638171,0.267628428,0.066310856,0,0.685256175,2,Safe
1.402022203,0.430901255,0.04178063,3,1.182428739,0.310179001,0.027350881,0.473247522,0.187273508,0.139569179,0.260575296,0.08464467,0.201498158,0.65786802,0.307169772,0.776222626,1.882394002,1,0,1,0,0.477763012,0.473929482,Moderate
1.547760683,1.284614577,2,0.647059022,1.159180697,0.116542804,0.072972437,0.418532887,0.136377704,0.318806883,0.198108676,0.286458374,0.382659894,0.472815175,0.038364946,0.498945001,3,0.314130434,1,0.340109239,0,0.538873794,0.68952959,Moderate
1.168373481,0.83446828,0.782765971,1.092883183,1.118197447,0.250206472,0.025621129,0.490147295,0.235792705,0.437173174,0.387541607,0.163754161,0.577499843,0.359486448,0.132314639,0.650343008,2.015252325,0.346192809,0.62860304,0.353398209,0,0.589233856,0.272404785,Moderate
0.751111417,0.322402957,0.9700066,1.590786317,0.883446595,0.176590966,2,0.164397394,0,0.386282368,0.23364486,0.110584553,0.270403976,0.428495856,0.00858959,0.580912464,1.385663654,0.513800047,0.043320848,0.910994624,0.070439832,0.422420976,0.753805216,Moderate
0.21224804,0.193189684,0.243514325,0.55508594,0.328174784,0,0,0.194244858,0.563755637,0.28503077,0.098619329,0.064349112,0.209716489,1.278106509,0.489573497,0.757765688,0,0.394191464,0.276892118,0.082921001,0,0.02798588,1.331307811,Safe
0.137696425,0.219331474,0.42128134,0.380119632,0.922584773,0.021719366,0.103418877,0.28563812,0.258790434,1,0.093836639,0.273672425,0.701434344,0.207293666,0.007287858,0,0.677875182,0.121777456,0.194603961,0.270006401,0,0.042363783,0.635389142,Safe
0.742136249,0,0.378426859,0.862616311,1.83596817,0.780399274,0,0.301860974,0.428173428,0.25828369,0.122605364,1,0.217269497,0.496551724,0.414668215,0.487136964,0.487135131,0.218779499,0.107574179,0.092489421,0,0.347925608,0.983378278,Safe
0.747289973,0.34009434,0,0.651455026,0.462179487,1.885964912,0,0.091187169,1,0.487101786,0.555555556,0.453125,0.098450241,3,0.656214414,0.347968712,0,0.132179281,0,0.054275246,0,0.853958035,0,Safe
0,0.816226415,0,0,0,0,0,0,0.081044452,0.468888452,1,0,0,0,2,0.347968712,0,0,0,0.100936764,0,0,1.271844142,Safe
